title|publish_date|text|url
We must find a permanent solution to the Kasese floods- Museveni|09/07/2020|"President Museveni has said there is need to find a permanent solution to the problem of flash floods that have disturbed the people of Kasese in the past five or so years.

Early this month, locals in Kasese district in Western Uganda woke up to a wave of flash floods after heavy rains that saw four major rivers including Nyamwamba, Mubuku, Nyamughasana and Lhubiriha burst their banks and water spilled into the low land communities.

The running water washed away several bridges, schools, the main health facility in the area, Kilembe Mines hospital washed away whereas huge stones and other boulders caused havoc.

Over 46000 people were affected by the floods.

On Wednesday, the president visited the area to assess the impact of the natural calamity and said there is need to put away politics and find a lasting solution to the problem.

“We may not solve this in one day, but we must agree on the way forward without cheap politics or deceiving people, just facts. We have come in response to the alarm you made. We shall look after the displaced people and support them. But this cannot be a way of life,” Museveni said.

The President also addressed various district leaders at the Kasese District headquarters and apologized to the people of Kasese who he said had stopped to greet him but he could not stop.

“On behalf of the central government, I came to say sorry for what happened here and for the suffering. Some years ago we had the same problem. We came here and worked out a rehabilitation plan. I was told bridges were built, even an embankment to hold the water. Now this water has come and washed away the bridges and the roads. It bypassed the wall and caused more damage,” he noted.

The president said he has written to the Minister of Water and that of the Environment to study what the source of the problem is so that a permanent solution is got.

“My suspicion…God created gravity. You can’t go up and stay there, you must go down. We must deal with the issue of human settlement, some of these hills you see are not for human settlement,” he said.

Using an example of a woman winnowing millet, the president said when a woman winnows millet, the gravity brings the millet down and the wind blows the chaff off.

“Let us use the same science. Let us plant trees on mountaintops. The best way of settling people is encouraging them to engage in commercial agriculture. The question is where and how. They should also engage in the services sector (Shops, tourism, hotels, taxis etc), Industrialization and ICT,” he said.

He urged leaders to normally see ahead of the people they lead and talk to them saying they must have a correct reconstruction plan.

“At first people did not understand the capacity of the NRM. We have handled many disasters including locusts; floods, Ebola, landslides, Marburg, floating Islands and we are handling Coronavirus. I want to thank Ugandans for listening to our message,” he said.

Museveni pledged to send equipment to help clear debris and urged the leaders to sensitize the people and plant trees.

“My appeal and message is that lets work together on a long term settlement plan. Four rivers in a space of 60 miles is wealth. This means one river every ten miles. In Karamoja you go for miles without any river but here it’s a problem. This is an opportunity which is not well handled,” he said.

The Chief Administrative Officer who is also the Chairperson of the Kasese district disaster management Committee Aggrey Muramira Winston said there is an urgent need for relocation and resettlement of all affected persons to safer places and the immediate take-over of the river valley areas by the Uganda Wildlife Authority or National Forest Authority.

He also said there is need for immediate opening up of flood channels in Kasese Town which have been encroached on by individuals.

The meeting was attended by the Minister for Relief, Disaster Preparedness and Refugees Eng. Hillary Onek and his State Minister Musa Echweru, Uganda’s ambassador to China Dr. Crispus Kiyonga, religious and district leaders."|https://nilepost.co.ug/2020/05/21/we-must-find-a-permanent-solution-to-the-kasese-floods-museveni/
FDC urges Ugandans to help victims of Kasese floods|07/07/2020|"The Forum for Democratic Change has expressed deep concern about the devastating state of affairs transpiring in the districts of Kasese and Bundibugyo where over 125,000 people have been displaced by floods.

The party president, Patrick Amuriat said that the affected people who are currently living in camps need immediate response in terms of sanitary ware, food among others.

He said there should be an establishment of tentative medical camps to enable treatment of patients from within the camps since transport has been affected with the broken bridges.

“Unfortunately, this isn’t happening in the Rwenzori Region alone. The same is happening around the shores of all major lakes and rivers in country,”Amuriat said in the statement.

He called upon government agencies to give prompt responses to challenges that have come with the catastrophe.

“Government of Uganda should consider facilitating and equipping the ministry of Disaster Preparedness with a self-sustaining budget to ably handle disasters as and when they occur, in order to avoid the now very common supplementary budgets whenever we are faced with a crisis,”said Amuriat.

Amuriat appealed to all Ugandans to help out the people of Kasese by donating to them relief items during this trying moment.

“We appeal for any kind of humanitarian aid in form of food, warm clothing, blankets or any materials and financial assistance to be channeled through the committee,”he said."|https://nilepost.co.ug/2020/05/27/fdc-urges-ugandans-to-help-victims-of-kasese-floods/
Museveni in Kasese to assess impact of floods|09/07/2020|"President Museveni has arrived in Kasese to assess the impact of the recent spate of the floods that hit the district.

“President Yoweri Museveni is touring what was left of Kilembe Mines Hospital in Kasese after flash floods washed away buildings, depositing sand and huge boulders on its angry wake downstream,” the Presidential Press Secretary, Linda Nabusayi said in a tweet.

The president is also expected to meet local leaders in a bid to find a lasting solution to the problem.

The situation in Kasese over two weeks ago turned worse when rivers Nyamwamba in Kasese town, Mubuku and Nyamughasana burst their banks to spill water into the nearby communities whereas rolling stones were also on the move on the slopes of Mountain Rwenzori due to the bursting rivers .

River Lamia at the Ugandan border with DRC also burst its banks.

The two waves of floods saw over 100,000 people affected after their gardens, bridges, schools, houses and other property were destroyed.

In Kasese town, the main health facility, of Kilembe Mines Hospital saw all the buildings swept away by the running water.

The Uganda Red Cross Society spokesperson, Irene Nakasiita recently said the heavy rains in the area saw a number of rivers in the three districts flood and consequently bursting their banks.

“In Kasese, rivers Nyamwamba and Mubuku both burst their banks and the heavy water overflow has affected areas of Kasese district that include; Base camp lower, Kitooro, Kirembe, Kizungu, Karusandara, Kisinga, Bugoye, Maliba among other major towns,”Nakasiita said.

In Bundibugyo, she said that flooding by river Lamiya saw a number of areas affected including Lamiya 1, Lamiya II, Lamiya Central, Mulungitanwa III, Mulungitanwa II, Mulungitanwa I, Katoke, Kisenyi, Kitumba, Bundinjogya South, Kanangungu parishes, Busunga, Mulungitanwa, Lamiya."|https://nilepost.co.ug/2020/05/20/museveni-in-kasese-to-assess-impact-of-floods/
Red Cross assesses flood situation in Kasese, Bundibugyo for humanitarian assistance|01/07/2020|"The Uganda Red Cross Society has kicked off an assessment exercise in Kasese, Bundibugyo and Ntoroko districts in order to offer humanitarian assistance to locals after several rivers burst their banks.

The situation turned worst after rivers Nyamwamba in Kasese town, Mubuku and Nyamughasana burst their banks to spill water into the nearby communities whereas rolling stones were also on the move on the slopes of Mountain Rwenzori due to the bursting rivers .

River Lamia at the Ugandan border with DRC also burst its banks.

According to the Uganda Red Cross spokesperson, Irene Nakasiita the heavy rains in the area saw a number of rivers in the three districts flood and consequently bursting their banks.

“In Kasese, rivers Nyamwamba and Mubuku both burst their banks and the heavy water overflow has affected areas of Kasese district that include; Base camp lower, Kitooro, Kirembe, Kizungu, Karusandara, Kisinga, Bugoye, Maliba among other major towns,”Nakasiita said.

In Bundibugyo, she said that flooding by river Lamiya saw a number of areas affected including Lamiya 1, Lamiya II, Lamiya Central, Mulungitanwa III, Mulungitanwa II, Mulungitanwa I, Katoke, Kisenyi, Kitumba, Bundinjogya South, Kanangungu parishes, Busunga, Mulungitanwa, Lamiya.

These have all flooded.

In Ntoroko, the situation is no different with areas worst hit including Rwangoru A, Rwangara B, Rwangara Kasenyi, Kamuga A, Kamuga B, Katanga North, Kantanga B, Kagonzeboha A, and Kagonzeboha B.

“Through our branch offices in those areas, we have dispatched a team to conduct rapid assessment and establish magnitude of the disasters, numbers of people affected the immediate needs of the people and this will inform our response plan,”Nakasiita noted.

“Uganda Red Cross remains committed to supporting people as per our emergency preparedness and response guidelines, and within our resource capacity.”

Early this year, guided by the Uganda Meteorological data, Red Cross issued a climate change weather outlook for the months of March, April and May where rains above normal were predicted and communities asked to prepare accordingly."|https://nilepost.co.ug/2020/05/07/red-cross-assesses-flood-situation-in-kasese-bundibugyo-for-humanitarian-assistance/
Six dead,scores missing as another wave of flash floods hits Kasese|09/07/2020|"Six people have been confirmed dead after a tragedy that saw another river burst its banks leading to flash floods befell Kasese, the Nile Post has learnt.

According to the Rwenzori East Police Spokesperson, Vincent Twesige, the incident happened on Thursday morning when rivers Lhubilihia in Mpondwe- Bwera border town.

“The river that separates Uganda and the Democratic Republic of Congo burst its banks leading to floods. A number of homes and other items have been swept away,”Twesige told the Nile Post.

“Six people have been confirmed dead including four females and 2 males all from Kitholhu sub county.”

The police mouthpiece said the deceased included a 70 year old elderly woman and two students of Liberty College in Kasese and Kitholhu secondary school.

Twesige revealed that the bridge connecting the two neighbouring countries has also been blocked by the floods.

“The Police, UPDF and Red Cross teams are on ground and struggling to rescue two pregnant mothers who are due.”

The Uganda Red Cross spokesperson, Irene Nakasiita confirmed their response team is on ground .

“A number of people living nearby are feared dead or missing. Some roads cut off too. Our Kasese branch response action team is on ground to support affected communities,”Nakasiita said.

Kasese Woman MP, Winnie Kiiza however noted that two others rivers including Ethako and Kabira all flowing from Mountain Rwenzori and in Bukonzo West County burst their banks causing floods and landslides in both Kitholu and Ihandiro sub-counties in Kasese district.

“It’s dreadful to learn that the Bukonzo West County, which was the only surviving county in Kasese district has today morning experienced floods and landslides,”Kiiza posted on her twitter.

Twice early this month, rivers Nyamwamba, Mubuku, Nyamughasana and Lhubiriha burst their banks after a heavy down pour in the Kasese district of Western Uganda and spilled in the low land areas leaving a number of property destroyed.

The running water, huge boulders washed away several bridges, gardens and Kilembe Mines Hospital.

On Wednesday, President Museveni visited the area to assess the impact of the floods and said there is need for a permanent solution to the problem.

“We may not solve this in one day, but we must agree on the way forward without cheap politics or deceiving people, just facts. We have come in response to the alarm you made. We shall look after the displaced people and support them. But this cannot be a way of life,” Museveni said.

The president said he has written to the Minister of Water and that of the Environment to study what the source of the problem is so that a permanent solution is got."|https://nilepost.co.ug/2020/05/21/six-deadscores-missing-as-another-wave-of-flash-floods-hits-kasese/
Floods cut off Kasese, Bundibugyo after rivers burst their banks|09/07/2020|"The situation in Kasese and Bundibugyo districts is worrying after several rivers in the districts burst their banks .

In Kasese, rivers Nyamwamba in Kasese town, Mubuku and Nyamughasana burst their banks to spill water into the nearby communities whereas rolling stones were also on the move on the slopes of Mountain Rwenzori due to the bursting rivers.

According to Daily Monitor,Kasese municipality mayor, Godfrey Baluku Kabbyanga said river Nyamwamba overflew at Bunyandiko in Kilembe sub county flooding in the low land areas of the town and tentatively, the entire Nyamwamba valley hosting the areas of Road Barrier, Nganji, Basecamp, Kibenge, Kisagazi and Nyakasanga are experiencing the flooding profusely whereas Kyanzuki Bridge on River Nyamwamba has also been swept away.

In Bundibugyo, it is reported that river Lamia which is at the Ugandan border with DRC also burst its banks spilling into the nearby communities.

Uganda Red Cross spokesperson, Irene Nakasiita confirmed the development but said their teams are on ground to assess the situation.

River Nyamwamba has on several occasions burst its banks and spilling to the nearby communities but also rolling stones coming with the moving water and hit several houses."|https://nilepost.co.ug/2020/05/07/floods-cut-off-kasese-bundibugyo-after-rivers-burst-their-banks/
MTN comes to the rescue of Kasese floods victims|06/07/2020|"MTN Uganda through its Corporate Social Responsibility arm, the MTN Foundation has donated Shs. 41 million towards the Kasese floods victims.

The money will be used to buy non-food relief items to support the families that have been displaced.

The devastating floods ensued after River Nyamwamba burst its banks, following the heavy rains that hit the Rwenzori Mountain ranges.

Over 24,760 households with approximately 173,320 people were affected by the flash floods. Almost up to 150 houses were destroyed in Karusandara division while another 92 houses were completely washed away in Nyamwamba and kilembe areas.

The displaced people have sought shelter from nearby churches and school buildings following a directive from Musa Ecweru, the state Minister for Relief and Disaster Preparedness during his visit to the area last week.

While handling over the dummy cheque to the Red Cross and Officials from the office of the Prime Minister, MTN Uganda’s Chief Executive Officer, Wim Vanhelleputte said that facing such a disaster in these unprecedented times when the globe is grappling with the Covid19 pandemic and the country in a state of lock-down, spells double tragedy for the people of Kasese.

Vanhelleputte further expressed MTN’s heartfelt sympathy to the people of Kasese.

“As MTN Uganda, we stand with the people of Kasese who have suffered great loss in the recent heavily destructive flash floods. We understand that this is such a trying time, especially since we are already battling the devastating effects of the Covid19 pandemic. We hope that this modest support we have rendered will offer them some comfort,” he said.

While receiving the cheque, Robert Kwesiga, Uganda Red Cross Secretary General appreciated MTN for always coming through very fast to support whenever the Country has emergences.

“This is not the first time MTN Uganda has supported people affected by disasters. Last year they supported Bududa twice, supported Bundibugyo and today they are supporting Kasese. This consistent commitment is a true humanitarian spirit exhibited by MTN to support it’s community. Amidst this period when all partners including MTN have heavily invested in the COVID-19 fight, MTN has still managed to support Kasese. We want to thank you.” Kwesiga said.

The money shall be used to procure 100 standard household non-food-item kits to reach out to 100 most vulnerable families comprising of children, youths, women and the elderly.

Each of the kits contains 2 cooking pots, 6 cups, 6 plates, 1 knife, 1 ladle, 2 jerry cans, 3 blankets, 3 mosquito nets, 3 bars of soap and 1 tarpaulin for shelter.

In 2013, the MTN foundation spent about Shs 250m to support the kilembe mines hospital which had been affected by similar floods through refurbishment of the children and maternal ward and provided items to support the hospital inclusive of 100 hospital beds, mattresses, mosquito nets as well a generator."|https://nilepost.co.ug/2020/05/11/mtn-comes-to-the-rescue-of-kasese-floods-victims/
People Power donates shs 13.5 million to Kasese flood victims|09/07/2020|"The ‘People Power’ political movement has donated shs 13.5 million to the victims of floods that recently swept parts of Kasese District, leaving many households devastated.

The Nile Post understands that at least 120,000 people mainly from Karusandara sub-county and Bulembia Kilembe Division were displaced with several gardens destroyed earlier this month when River Nyamwamba burst its banks to flood the area.

Following a successful online music show, People Power leader, musician and Member of Parliament (MP) for Kyadondo East Robert Kyagulanyi Sentamu alias Bobi Wine said that many people reached out to him requesting to pay for the show although it had ended.

Kyagulanyi consequently launched an online donation campaign towards the victims of the floods in Kasese and on Wednesday, he handed over the cash donation of shs 13.5 million to Kasese legislator Winnie Kiiza.

Kyagulanyi said that the People Power leadership and supporters from around the world had collected the money.

“I am very grateful to all of you who have responded to our call and made contributions to this noble cause. To you comrades in Kasese, we stand with you and pray for you,” Kyagulanyi said.

Winnie Kiiza acknowledged the donation and pledged to make sure that the money reaches its intended beneficiaries in Kasese. She, however, urged government to come up with a lasting solution for Kasese.

“We want a real plan. We want a reconstruction of the Rwenzori regions so that we get a lasting solution for the people of Kasese,” Kiiza said.

President Museveni yesterday visited Kasese to assess the impact of the floods and met with local leaders to discuss the problem and find a lasting solution."|https://nilepost.co.ug/2020/05/21/people-power-donates-shs-13-5-million-to-kasese-flood-victims/
Kasese floods: Museveni says Kilembe Mines hospital will be reconstructed|18/06/2020|"President Museveni has said government will consider reconstructing Kilembe Mines Hospital in Kasese after floods ravaged it forcing its closure.

Museveni also announced that the affected families will receive relief items to help them rebuild their livelihoods.

Museveni made the remarks while visiting the areas that were affected including Kilembe Mines Hospital that was damaged by double flash floods.

Speaking to the district leaders, Museveni apologized to the people of Kasese who he said had stopped to greet him but he couldn;t due to social distancing.

Museveni said: “On my way here, many people wanted me to stop and greet them but I want people to be aware that things are not yet okay in Uganda though we are doing what it takes to defeat the virus, ” he said.

Museveni urged the leaders in the areas to refrain from politics as they find lasting solutions to the issue of floods in the district.

“We may not solve this in one day, but we must agree on the way forward without cheap politics or deceiving people, just facts. We have come in response to the alarm you made. We shall look after the displaced people and support them. But this cannot be a way of life,” he said.

He said the government will study the source of the problem so that an immediate solution is provided and the issues of human settlement shall also be handled amicably.

“I was told bridges were built, even an embankment to hold the water. Now this water has come and washed away the bridges and the roads. It by-passed the wall causing more damage,” he said.

Leaders said there is urgent need for relocation and resettlement of affected persons to safer places and the immediate take-over of the river valley areas by the Uganda Wildlife Authority of National Forest Authority.

Over 46,339 people were affected by the floods."|https://nilepost.co.ug/2020/05/22/kasese-floods-museveni-says-kilembe-mines-hospital-will-be-reconstructed/
Floods bring beach owners more misery in the quarantine|31/03/2020|"Beach owner Freedom Abitekaniza had not worked since March 31, 2020 when President Yoweri Museveni declared a nationwide lockdown to stem the spread of the novel Coronavirus.

In actuality, Abetekaniza says business had started to tapper off at Freedom Beach in Entebbe in the middle of February 2020. This was when the world began to take more serious notice of Coronavirus (Covid-19) that had spread beyond China.

The employer of fourteen says, “Our clients who are from all over the world had already started leaving Uganda when Covid became serious. Those in Uganda were also not sure of what might happen next.”

In spite of that challenge, Abitekaniza says he had continued to pay his employees, four of whom are permanent staff at the Entebbe beach that is in Katabi town council.

But he could not anticipate the difficulties ahead that were unleashed when President Museveni declared a freeze on all unnecessary movement March 31. President Museveni dramatically explaining, “We need total silence in the country so we can find out where the disease is coming from.”

For Abitekaniza trying to meet the needs of clients to his beach who enjoy delicacies like fried fish, the challenges were almost immediate. “The first time I tried to use my motorbike to deliver an order, I was arrested in Abaita Ababiri. I had to bribe to get my bike back.”

He says, “When the president ordered a lockdown, it was a surprise. We are law abiding citizens and are complying. But we were all locked down where we were. I have three workers who have had to stay here on site at Freedom Beach yet they have their own homes. They cannot move, like other Ugandans.”

Abitekaniza, who also manages Palace Inn in Nkumba, along Entebbe road and Sunset Motel, says, “I also have three workers who are staying at Palace Inn. I have been left with the duty to feed them and help their families. They are all looking to me and I cannot let them down because they have never let me down when I asked them to do their work. The expenditure is too much and there is no income.”

However, as if the misery of being unable to work for the Freedom Beach establishment which has been open since 2007 is not enough, it has been suffering continual floods. Since Lake Victoria started overflowing its banks in March 2020, Freedom Beach has been one of the most battered.

Abitekaniza says he has decided to wait out the rainy season before he can think of rebuilding the artistic and cosy shelters that Freedom Beach has long been famous for.

The ravaging floods have continually broken the barriers Abitekaniza had built up. A significant percentage of Freedom Beach is now underwater, as indeed are many establishments along Lake Victoria, as of writing this piece."|https://nilepost.co.ug/2020/05/14/floods-bring-beach-owners-more-misery-in-the-quarantine/
