title|publish_date|text|url
Pregnant women rescued, 6 missing in Kasese floods|24/05/2020|"Uganda Police Force working jointly with civil society organisations and other security agencies have teamed up in a mission to rescue and offer relief to victims of mudslides and floods due to the increased volumes of water in river Thako and river Lubiriha in Bwera in Kasese district.

On 21/05/2020, during a rescue operation, Monday Zephanous 32 years was found with serious injuries and rushed for treatment at Ikobero.

Two pregnant women were rescued including Muhindo Martha of Isango village in Kitholhu who was then delivered of a baby girl at Bwera hospital.

Six (6) people were reported missing including four (4) members of one family whose house was washed away by the mudslides.

Victoria University

These people have been identified as:

Kabugho Evangiline 70 years of Bughabirwa village in Kitholhu Sub county. (Not yet recovered)

Masika Lawrentina 40 years of Bughabirwa village, Kitholhu Sub county. (Not yet recovered).

Masika Agnes 20 years of Bughabirwa in Kitholhu Sub county (not yet recovered).

Biira Ferestus 16 years of Bughabirwa in Kitholhu Sub county (body recovered yesterday 22/05/2020).

Muzumbo Yubu 57 years of Kanyatsi (ii) in Kitholhu Sub county (not yet recovered)

Mbusa Kyakere 20 years of Kanyatsi (ii) in Kitholhu Sub county (not yet recovered).

“Our sympathies are with those affected by these floods and the public living along river and lake shores are advised to be vigilant and move to safer spaces since these floods are unpredictable,” said ACP Polly Namaye, deputy police spokesperson."|http://edge.ug/2020/05/24/pregnant-women-rescued-6-missing-in-kasese-floods/
Camps emerge as Kasese floods cast Ugandans in Congo|23/05/2020|"Members of Parliament from the Rwenzori sub-region are disturbed by government’s delay in responding to the floods and mudslides that hit Kasese district a fortnight ago, displacing many and claiming lives.

At the beginning of May, three rivers in Kasese district burst their banks leading to the floods that have devastated residents.

Legislators during the Thursday, 21 May 2020 plenary sitting expressed anguish when the Prime Minister, Dr Ruhakana Rugunda, announced that government had not yet drawn a comprehensive plan to rescue victims of the floods.

“It cannot be business as usual, in Bukonjo West, five people were covered by floods, 14 people were swept away and we do not know what the weather has again for our people. We want a comprehensive action plan from the government,” said Atkins Katusabe (FDC, Bukonjo County West).

Victoria University

Hon. William Nzoghu (FDC, Busongora County North) told Parliament, chaired by Speaker Rebecca Kadaga that the situation is in his constituency was “bothersome” as many people have not only been displaced from their homes but are unable to access basic services.

“There are more than 10 camps hosting displaced people, several areas have been cut off and they cannot access a health facility and even food. So, why is this situation being treated as a normal occurrence?” Nzoghu asked.

Parliament also learnt that 50 households living on the border with DR Congo are at loggerheads with their Congolese neighbours when River Lamya changed its course, leaving them on the side of DR Congo.

“The Congolese believe that the river is the boundary separating them from Uganda but the river changed it course. Now they cannot allow Ugandan citizens to access their gardens and so they are all staying in a primary school,” said the Bwamba County MP, Hon. Richard Gafabusa.

Dr Rugunda assured MPs that despite the absence of a statement on the response plan, government was on course and abreast with happenings in Kasese and Bundibugo districts.

“Yesterday, the President and some ministers visited Kasese and they know what is happening. In the immediate, relief in terms of food was made available,” said Rugunda before committing to make a comprehensive statement to the House on the situation in Kasese when it next resumes on Tuesday, 26 May 2020."|http://edge.ug/2020/05/23/camps-emerge-as-kasese-floods-cast-ugandans-in-congo/
UPDF deploys Mountain Brigade for Kasese, Bundibugyo floods|08/05/2020|"The Uganda People’s Defence Forces has established structures to respond to the flood situation in Bundibugyo and Kasese Districts.

This includes airlift support services on call, search and rescue, and a unit for relocation established on ground to respond to the emergency.

UPDF contingent from the 222 Mountain Infantry Brigade under the command of Lt Col Denis Wanyama is deployed to help in the relocation and assisting of the affected communities.

Ecweur leaving Kololo

The Uganda Peoples’ Defence Air Forces is also on standby to render airlift services.

Victoria University

On May 07, 2020, the Uganda Peoples’ Defence Air Forces airlifted the Minister of State for Disaster Preparedness, Hon Musa Ecweru from Kololo Airstrip to Kasese District to enable him coordinate Government efforts in response to the ravaging floods in the area.

The Minister said he traveled to Kasese to assess the extent of damage and relief requirement for persons affected by floods caused by overflow by Rivers; Nyamwamba, Nyamugasani and Mubuku on May 06, 2020.

All the rivers in Kasese and Bundibugyo Districts burst their banks due to heavy rainfall on the night of May 05, 2020.

Kilembe hospital was among the places gravely affected by the floods.

The Uganda Peoples’ Defence Forces, Uganda Police Force, and Non Governmental Organizations have been helping in the search and rescue of patients, attendants and medical workers cutoff by the floods plus the population in the neighborhood of the hospital.

Local ambulance, facilitated by the joint efforts, is playing a significant role in the rescue and evacuation of the affected persons.

The floods also affected the general infrastructure and essential service provision in the affected districts.

Roads and bridged were destroyed as well as electricity distribution services such as at Kasese, Kilembe mine and Tronder hydro power plants were gravely affected.

Education institutions were also affected such as Bikone Primary School that was partially destroyed.

Furthermore, Kanamba Health Centre lll was destroyed.

The UPDF is working within its core constitutional functions stipulated in Article 209 to render support during the emergency.

The UPDF remains a people’s Force, committee to working with and for the people of Uganda under all situations."|http://edge.ug/2020/05/08/updf-deploys-mountain-brigade-for-kasese-bundibugyo-floods/
Museveni in Kasese to assess floods damage|20/05/2020|"President Museveni Wednesday left for Kasese District for an assessment tour of the damage caused by recent floods.

” I will also address a select group of leaders in the district on possible long term solutions,” he said.

The floods resulted from River Nyamwamba bursting it’s banks.

They affected Kilembe hospital, homes and people’s property.

Presidential press secretary Lindah Nabusayi said Museveni visited Kilembe Mines hospital where floods completely washed away buildings depositing sand and huge boulders on it’s way."|http://edge.ug/2020/05/20/museveni-in-kasese-to-assess-floods-damage/
Bobi Wine gives Kiiza Shs13.5m for flood victims|20/05/2020|"Kyadondo East MP Robert Kyagulanyi aka Bobi Wine Wednesday handed over a contribution of Shs13.5m to Hon. Winnie Kiiza.

The money is meant to assist People Power’s sisters and brothers who are affected by flooding in Kasese district.

Winnie Kiiza

“This money was contributed by ourselves as well as comrades in Uganda and abroad,” Bobi Wine said.

“I am very grateful to all of you who have responded to our call and made contributions to this noble cause. To you comrades in Kasese, we stand with you and pray for you.”

While receiving the money, Kiiza said appreciated People Power Movement in and outside Uganda.

Victoria University

“The donation is directed towards our call for contribution and restoration of hope for the victims of the Kasese floods,” said the Kasese Woman MP.

Bobi Wine

“The Hon.Robert Kyagulanyi Sentamu (Principal of the People Power Movement) handed us this assistance at his office in Kamwokya.”

She went on: “On behalf of the people of Kasese and on my own behalf, I want to take this opportunity to thank the leadership and our friends of the People Power Movement for their kind and generous contribution.”"|http://edge.ug/2020/05/20/bobi-wine-gives-kiiza-shs13-5m-for-flood-victims/
New wave of floods hit Ntoroko, leave 3,000 homeless|14/05/2020|"A new wave of floods has hit Ntoroko district in South West of Mt. Rwenzori region.

Uganda Red Cross Society said Wednesday that the floods left most houses and latrines submerged in water.

Following the rising water levels at Lake Albert in Ntoroko district, over 3,000 families have been left homeless after their houses were submerged.

Pregnant women in parishes of Rwangara, Kamuga, Katanga and Kachwankumu in Kanara Sub-County that have been badly affected by the floods can no longer access antenatal care due to flooded roads.

Victoria University

“We dispatched a team to support the affected families,” Red Cross said.

“Our assessment team recorded a number of health risks,” Red Cross said at the same time it was managing floods affected communities in Kasese and Bundibugyo."|http://edge.ug/2020/05/14/new-wave-of-floods-hit-ntoroko-leave-3000-homeless/
MTN gives Shs41m to Kasese floods victims|12/05/2020|"MTN Uganda through its Corporate Social Responsibility arm, the MTN Foundation has donated Shs41,000,000 million towards the Kasese floods victims.

This money will be used to buy non-food relief items to support the families that have been displaced.

The devastating floods ensued after River Nyamwamba burst its banks, following the heavy rains that hit the Rwenzori Mountain ranges.

The donation was handed over by MTN Uganda CEO Wim Vanhelleputte.

Victoria University

“We stand with the people of Kasese who have suffered great loss in the recent destructive flash floods,” Wim said.

“We understand that this is a trying time because of the effects of the Covid19. We hope that this modest support will offer them some comfort.”"|http://edge.ug/2020/05/12/mtn-gives-shs41m-to-kasese-floods-victims/
River Nyamwamba bursts banks, floods Kasese|07/05/2020|"River Nyamwamba has burst its cutting off Kasese-Fort Portal in Kasese district.

The incident happened at Wednesday night at 2am which saw residents flocking Kasese town for safety.

Some say they heard sounds of rolling stones on the slopes of Mountain Rwenzori being carried down by the bursting rivers.

The floods hit Nyamwamba in Kasese town, Mubuku in Ibanda-Kyanya town council and Nyamughasana in Kyalhumba Sub County.

Victoria University

The Mayor Kasese municipality, Godfrey Baluku Kabbyanga, told Daily Monitor the river overflew at Bunyandiko in Kilembe sub county flooding in the low land areas of the town.

Kyanzuki Bridge on River Nyamwamba has also been swept away.

Several people have now fled their homes and are now encamped at Ibanda Primary School.

River Kithakena in Maliba Sub County has also overflown causing flooding in the neighbouring areas of Kachindo and Maliba Trading Center.

The extent of the damage is not yet known."|http://edge.ug/2020/05/07/river-nyamwamba-bursts-banks-floods-kasese/
Kasese floods victims named as death toll rises to 8|22/05/2020|"Flash floods ravaged Kasese district again killing eight people and displacing hundreds.

Disaster Preparedness minister Hon. Musa Echweru Thursday joined the Red Cross team, Police and Kasese authorities to conduct assessment on disaster hit area in Kasese.

Eight people were confirmed dead; 7 were named while 1 person is yet to be identified.

They are; Kabugho Bwangirini, 80, Agnes Matsika, 23, Felistus Kabugho, 17, Rorontina Masika, 45, Yubu Mutsombo, 55, Kayakers Mbusa, 16, Bwambale Kilema, 81, and Lothorach Lokwang, a UPDF soldier attached to Mountain battalion in Bwera.

Victoria University

They were swept away by the floods after river Lhubiriha in Bwera and river Kabira in Kiyondo sub-county burst their banks following a morning downpour.

One person identified as Monday Fanahasi Kabaliko, 35, from Kitholhu sub-county was rescued and is now admitted at Kanyatsi health centre.

The main Lubiriha bridge that connects Uganda to the Democratic Republic of Congo has also been swept away.

Fredrick Sonko, the UPDF Mountain Brigade spokesperson, told Uganda Radio Network that three soldiers were rescued from the floods and taken for medical treatment."|http://edge.ug/2020/05/22/kasese-floods-victims-named-as-death-toll-rises-to-8/
Six dead in Kasese floods|21/05/2020|"Uganda Police Force (UPF) and Uganda Peoples Defence Forces (UPDF) have set up jointly to rescue citizens who have been affected by floods.

The two agencies are joined in rescue efforts by other social workers to rescue people in different areas of Kasese where morning floods hit Mpondwe-Bwera and blocked the bridge connecting DRC and Uganda.

Six people have been confirmed dead including 4 females and 2 males all from Kitholhu sub county in Kitholhu sub county, and Mpondwe Bukonzo west Kasese District.

These include a 70 year elderly woman, a 24 year old student of Liberty college in Kasese, and an 18 year old student of Kitholhu secondary school.

Victoria University

The other victims are not yet identified, according to deputy police spokesperson, ACP Polly Namaye.

Among those rescued so far, include two pregnant women, currently receiving treatment.

This is the third time these rivers have flooded in a space of one month leaving people devastated and destroying household properties and crops in their gardens."|http://edge.ug/2020/05/21/six-dead-in-kasese-floods/
