title|publish_date|text|url
Barty seeks to end long Aussie drought with women’s Wimbledon crown|30/06/2019|"London, United Kingdom | AFP | Ashleigh Barty goes into Wimbledon buoyed, unlike her predecessor Naomi Osaka, by being world number one and with several of her major rivals struggling.

The engaging 23-year-old Australian — who emulated compatriot Evonne Goolagong Cawley by becoming number one last weekend — has yet to get beyond the third round at Wimbledon.

However, by winning the Birmingham tournament last weekend Barty showed she has the strengths to add the grass court Grand Slam to the French Open she won on clay and become the first Australian women’s champion since Goolagong Cawley’s second success in 1980.

With 37-year-old seven-time champion Serena Williams finally showing signs of age, Osaka looking exposed through poor form and two-time Wimbledon singles champion Petra Kvitova still easing back to top form after an arm injury, defending champion Angelique Kerber may be the biggest threat to Barty.

Barty, who took an unconventional route to becoming world number one by taking a time off to play cricket, insists she feels no pressure.

“The only pressure is that that I put on myself,” she said. “To make sure that I do everything correctly and prepare as best that I can to try and play a good tennis match, try and play well, to enjoy myself.”

Barty, who says the arm problem that forced her withdrawal from the Eastbourne tournament has cleared up, admits Wimbledon is unique among the Grand Slam events in having so few lead-up events on the surface.

“Wimbledon isn’t a normal event,” she said.

“It’s a little bit bizarre coming into Wimbledon having only played one grass court tournament.

“We feel like we’ve been striking the ball really well, we’re comfortable with the grass under our feet.”

Whilst Barty says she did not know what else the draw held for her, Williams claimed not to even know the Australian was number one.

The American legend could perhaps be forgiven her ignorance given how often the top spot has changed since her era of dominance ended.

Nevertheless Williams — who claims she is over the knee woes that saw her pull out of her match with sister Venus at the Italian Open and then make an early French Open exit — believes Barty could be in for a long run as number one.

“I think so,” said Williams. “I think she has a great game.

“I think she’s really even-tempered. She’s just really chill. She’s had a really good year.”

– ‘Take the positive’ –

Williams is still chasing the elusive 24th Grand Slam title that would put her alongside Australian Margaret Court, but she was not talking up her chances.

“I just haven’t had enough match play, quite frankly,” she said.

“I finally feel like I found some good results in Paris.

“I’m just going to do the best that I can now that I’m here,” she said, adding with a smile: “I know how to play tennis.”

Osaka, for her part, says she is much more in the frame of mind she was when she won the Australian Open earlier this year than the stressed-out player who exited the French Open in the third round.

The 21-year-old says the number one spot she held earlier this year had been a millstone round her neck: “Mentally it was way more stress and pressure than I could have imagined.”

Despite a second-round defeat at the Birmingham tournament she insists she is in good shape going into Wimbledon, where she has yet to get past the third round.

“Actually in Australia I felt like normal,” she said. “I felt like how I am now.

“I feel like it (grass) should be good for me because it’s very heavily reliant on the first serves, being the first person to be aggressive.”

Kerber may have lost in the Eastbourne final to Karolina Pliskova but the German will be delighted if like last year that is the launching pad to winning at the All England club. Last year she lost in the Eastbourne semi-final only to go on and win Wimbledon.

“I will try to take the positive things from the whole week, from the last two weeks before going to Wimbledon now,” said the 31-year-old German."|https://www.independent.co.ug/barty-seeks-to-end-long-aussie-drought-with-womens-wimbledon-crown/
130 drought affected farmers benefit from crop insurance|04/12/2019|"Kampala, Uganda | THE INDEPENDENT | About 130 farmers in Lango sub region who lost their crops and recorded poor harvest in the first season of 2019 have been compensated. The crops were affected by inconsistent rains and prolonged drought between the months of March and June.

The affected farmers drawn from Kwania, Apac, Lira and Kole districts have since received compensation from Ensibuuko Technology, a private organization promoting crops insurance under the Market Lead User ICT for Agriculture Enable Information Services (MUIIS) Project.

Under this scheme, a farmer is required to pay about shillings 30,000 per acre to insure their crops each season. Once their crops are affected by either drought or rain, they are entitled to a minimum compensation of shillings 150,000 per acre of the crop depending on the market price.

So far about 38 farmers in Kwania and Apac districts under Apac Farmer’s Association have received compensation to the tune of shillings 6 million. In Lira district, some 13 farmers received shillings 3M while ahillings 10M was paid out to farmers in Kole district.

Martha Twesigye, the Marketing Officer Ensibuuko Technology Limited, says the beneficiary farmers subscribed to their premium crop insurance. She said those compensated lost about 80 percent of their crops in the first season.

She says a farmer’s crop yield is inspected jointly with the area agricultural officer to verify if its harvest corresponds to the normal yield.

James Ogwang Omara, resident of Amwanga village in Chawente sub county paid about shillings 150,000 as premium to insure his five acre soya bean garden and received Shillings 875,000 as compensation.

Lilly Ayugi, a resident of Aboko parish in Aduku Sub County received about Shillings 500,000 as compensation for her soya beans. Ayugi says she will use the money to improve her goat project.

Samuel Opule, the Kwania district Agricultural Officer advised farmers to embrace crop insurance due to the changing weather pattern. Opule says this will protect farmers from blanket losses due to drought or uncertainty.

Whereas some farmers have been compensated, several farmers are still unaware of the crop insurance scheme. Bosco Okello, a resident of Aduku sub county, says he has never been told about the scheme much as he would wish to join.

Okello asked Ensibuuko Technology Limited to sensitize farmers about the scheme.

******

URN"|https://www.independent.co.ug/130-drought-affected-farmers-benefit-from-crop-insurance/
Drought-hit Zimbabwe to transfer thousands of animals|12/11/2019|"Harare, Zimbabwe | AFP | Zimbabwe’s wildlife agency said Monday it would move hundreds of elephants and other animals in a dramatic bid to save them from a lethal drought.

At least 120 elephants have already died over the past two months as the country grapples with one of the worst droughts in its history.

“We are moving 600 elephants, two prides of lion comprising between five and 10 members, a pack of wild dogs, 50 buffalo, 40 giraffes and 2,000 impalas,” parks and wildlife authority spokesman Tinashe Farawo told AFP.

The animals will be moved from Save Conservancy, a major park in southeastern Zimbabwe, to three other game reserves.

“This will be the biggest translocation in our history,” said Farawo.

Permits for the operation have already been secured, Farawo said.

The transfer will start “during the rain season, when pastures and foliage start flourishing,” he added. The rain season usually kicks off from around the middle of November.

“We want to avoid a situation where we trans-locate animals, only for them to starve to death because there is no food in their new habitat,” he explained.

The relocation was announced after the death of dozens of elephants in Hwange, Zimbabwe’s biggest game reserve, located in the northwest of the country.

Hungry elephants have been breaking out of wildlife areas and raiding human settlements in search for food, posing a threat to communities.

Farawo said 200 people have died in “human-and-animal conflict” over the past five years.

Several southern African countries are in the grip of one of the worst droughts in decades, caused by months of above-average temperatures and erratic rainfall.

This year’s drought has wilted grasslands and dried up water holes, making it increasingly difficult for animals to survive.

Botswana last month announced that more than 100 elephants had died in two months in its famed Chobe National Park.

The drought has left more than five million rural Zimbabweans — nearly a third of the population — at risk of food shortages before the next harvest in 2020, the UN has warned.

Food shortages for people have been amplified by the combined effects of drought and the country’s enduring economic crisis."|https://www.independent.co.ug/drought-hit-zimbabwe-to-transfer-thousands-of-animals/
Drought, conflict driving Afghans to marry off children: UN|28/11/2018|"Geneva, Switzerland | AFP | With a devastating drought worsening an already horrendous humanitarian situation in Afghanistan, parents are increasingly compelled to “sell” young daughters into marriage to pay off debt or buy food, the UN said Tuesday.

In the drought-hit Herat and Baghdis provinces of Afghanistan, the UN children’s agency estimates that at least 161 children between the ages of one month and 16 years were “sold” over just a four-month period.

“The situation of children is dire in Afghanistan,” UNICEF spokeswoman Alison Parker told reporters in Geneva.

Speaking as an international conference on Afghanistan got underway in the Swiss city, Parker said the children in the July to October survey were “either being betrothed, married or … sold because their parents are in debt.”

“Prior to the drought, over 80 percent of households were already in debt,” she said, adding that many people who had hoped to pay off their debt when crops came in have been unable to do so.

“Unfortunately the children are now becoming the collateral,” she said.

The youngest girls in the survey, some just babies, had been betrothed while girls of 11 and even younger were married off.

Six of the 161 affected children were boys, she said, adding that “there is an increase in child forced labour.”

Parker pointed out that “the practice of child marriage is sort of a an ingrained social norm in Afghanistan,” with 35 percent of the population engaging in the practice across the country, and as high as 80 percent in some places.

“Unfortunately it is getting worse. Children are paying the price for conflict, children are paying the price for the drought,” she said.

– ‘Very shocking’ –

Members of Afghan civil society who have gathered in Geneva for the conference agreed that there had been a clear increase in young girls being “sold” into marriage.

“It is very, very shocking,” said Suraya Pakzad, who heads Voice of Women, Afghanistan.

“Girls aged between 8-12 years old (are being) sold to old men to solve the economic issues … of their families,” she told reporters on the sidelines of the conference.

She described speaking with a father who had “sold” his seven-year-old daughter into marriage, and who said he had no other choice.

She said he had told her: “I love my daughter. I know what I did. I am suffering from that. But can you give me some option?… I have five other daughters. I may not do the same to them if you give me some options today to feed my children.”

“People are in desperate need of help, services. Particularly food,” she added.

The UN refugee agency also said that the worst drought in decades has made a desperate situation worse.

The drought and ongoing conflict have seen more than a quarter of a million Afghans being displaced in the west of the country since April alone, UNHCR spokesman Babar Baloch said."|https://www.independent.co.ug/drought-conflict-driving-afghans-to-marry-off-children-un/
Five years of thirst: S.Africa’s Eastern Cape battles brutal drought|14/12/2019|"Adelaide, South Africa | AFP | South African farmer Steve Bothma heaved a sigh of relief when the weatherman finally predicted rain.

His excitement was short-lived. Just a few days later, the forecast changed. It was back to cloudless sunshine.

In South Africa’s Eastern Cape province, no one can remember the last proper downpour. Some say it was five years ago, others six.

“This is a disaster,” said Bothma, 51, who in his three decades working the land has never seen such dry weather.

“Older people who are 70 or 80 years old would tell you exactly the same thing,” he added.

Southern Africa is grappling with one of the worst droughts in decades — the outcome of years of absent or erratic rainfall, and temperatures that have reached record highs.

Millions are facing hunger due to poor harvests and dwindling livestock.

“It is usually beautifully green at this time of the year,” said Bothma, as a hot gust of wind swept through his sheep pen.

“But now even the pine trees are dying.”

South Africa is one of the world’s driest countries at the best of times.

Rapid urbanisation and growing water consumption have placed a strain on water reserves and caused the coastal city of Cape Town to almost run dry in 2018.

But the ongoing drought has compounded the situation.

Dam levels dropped dangerously low in October, prompting President Cyril Ramaphosa to call for “drastic measures”.

South Africa is in “a dire situation”, said Ramaphosa in October, highlighting that five out of nine provinces were badly hit.

– To the slaughterhouse –

Bothma has had to cull around 60 percent of his merino sheep, including lambs.

Because of the drought, he could only afford to keep 2,000 as “breeding stock”.

“Usually I keep them until they are five or six years old,” Bothma explained, as his staff selected animals for the next trip to the slaughterhouse.

The price he gets for his merino wool has plunged by around 40 percent over the past year due to the drought and a foot-and-mouth disease outbreak in the north of the country.

“The wool is full of dust and not very strong,” said Bothma.

Years of dry weather have left scars in the landscape.

Arid fields flanked the windy gravel road leading to the nearest town of Adelaide, tucked at the bottom of a mountain range.

Cows chewed pieces of wood and sheep ambled in search of food.

In town, livestock roamed the streets and nibbled at scorched grass on the golf course.

The nearest dam dried up at the start of the year.

– ‘Can’t wash’ –

Some of Adelaide’s 15,000 inhabitants had been without running water for seven months.

A South African aid group, Gift of the Givers, has been helping by delivering water to the area since April.

On a recent water mission, hundreds of people In the township of Bezuidenhoutville rushed up with an array of empty bottles, buckets, iceboxes and even paint cans.

“We are keeping it for food and drink,” said Rodney Douglas, 59, pushing a wheelbarrow piled high with plastic jerrycans.

Assanda Sais, 38, complained that she could only spare enough water to bathe once a week and that her house was “smelling”.

“We keep dirty water to flush,” she explained.

Bezuidenhoutville’s local middle school has had to shorten its week by half a day due to the lack of water.

Many children were missing class altogether.

“Kids have to help parents to carry water,” said teacher Zeenat Gangat, sweltering as the sun beat down on the container walls of a classroom.

“They can’t wash,” she added. “They complain about stomach issues.”

– Poor infrastructure –

Local authorities have tried to ease the situation by connecting sections of the town to a reservoir fed by Fish River, around 50 kilometres (30 miles) away.

The water is allocated on a rotational basis, but even then the pipeline to the river is way too narrow.

Adelaide deputy mayor Bornboy Ndyebi said the town’s pipelines were in poor shape, and Thandekile Mnyimba, who heads the regional district of Amathole, told AFP that water trucks supplied by the government had broken down.

South Africa’s main opposition, the Democratic Alliance (DA), has accused the ruling party of acting too late.

“It is only when the dam reached a very low level – around four percent — that they woke up,” said DA councillor Ernie Lombard.

Ramaphosa has sought to pin the blame on years of poor governance under former president Jacob Zuma, whom he succeeded in 2018.

“Corruption in the water sector has in no small part contributed to the situation we currently face,” he declared.

– ‘Can’t sleep at night’ –

Water insecurity could become “the biggest developmental and economic challenge facing this country,” Ramaphosa added.

Adelaide is already suffering from South Africa’s ailing economy, marked by low growth and chronic unemployment.

Close to 70 percent of the small town’s inhabitants are out of work. When houses go up for sale, they stay on the market.

The manager of Adelaide’s only hotel said she was worried if too many rooms were booked at the same time, as “it takes two weeks to do the washing”.

On nearby farms, high-yielding avocado trees now barely produce 10, low-grade fruit instead of 50.

Helpless farmers watch their animals succumb to thirst and hunger. Alton Snaer has lost nine of his 15 cows.

“I can’t sleep at night,” said the retired farmer.

Bothma feared that more months without rain would force him “to close the books”.

“Farmers are taking their life,” he said, eyes reddened by the dust."|https://www.independent.co.ug/five-years-of-thirst-s-africas-eastern-cape-battles-brutal-drought/
Drought ignites human-wildlife conflict in Zimbabwe|11/01/2020|"Hwange, Zimbabwe | AFP | Zimbabwean villager Dumisani Khumalo appeared to be in pain as he walked gingerly towards a chair under the shade of a tree near his one-room brick shack.

The 45-year-old was attacked by a buffalo days earlier, and he was lucky to be on his feet.

Wild animals in Zimbabwe were responsible for the deaths of at least 36 people in 2019, up from 20 in the previous year.

“I thank God that I survived the attack,” said Khumalo with a laugh, making light of the fact that the buffalo almost ripped off his genitals.

Authorities recorded 311 animal attacks on people last year, up from 195 in 2018.

The attacks have been blamed on a devastating drought in Zimbabwe which has seen hungry animals breaking out of game reserves, raiding human settlements in search of food and water.

“The cases include attacks on humans, their livestock and crops,” said national parks spokesman Tinashe Farawo.

He said elephants caused most fatalities, while hippos, buffalos, lions, hyenas and crocodile also contributed to the toll.

Hwange National Park, which is half the size of Belgium, is Zimbabwe’s largest game park and is situated next to the famed Victoria Falls. The park is not fenced off.

Animals breach the buffer and “cross over to look for water and food as there is little or none left in the forest area,” Farawo said

– Starving animals –

Khumalo vividly remembers the attack.

He was walking in a forest near his Ndlovu-Kachechete village to register for food aid, when he heard dogs barking.

Suddenly a buffalo emerged from the bush and charged, hitting him in the chest and tossing him to the ground.

It went for his groin and used its horn to rip off part of the skin around his penis.

Khumalo grabbed the buffalo’s leg, kicked it in the eye and it scampered off.

Villagers in Zimbabwe’s wildlife-rich but parched northwestern region are frequently fighting off desperately hungry game.

More than 200 elephants starved to death over three months last year.

Despite suspecting that Khumalo was hunting illegally when he was attacked, Phindile Ncube, CEO of Hwange Rural District Council admitted that wild animals are killing people and that the drought has worsened things.

“Wild animals cross into human-inhabited areas in search of water as … sources of drinking water dry up in the forest,” said Ncube.

He described an incident that took place a few weeks earlier, during which elephants killed two cows at a domestic water well.

Armed scouts have been put on standby to respond to distress calls from villagers.

But it was while responding to one such call that the scouts inadvertently shot dead a 61-year-old woman in Mbizha village, close to Khumalo’s.

“As they tried to chase them off one (elephant) charged at them and a scout shot at it. He missed, and the stray bullet hit and killed Irene Musaka, who was sitting by a fire outside her hut almost a mile away.”

– Chilli cake repellant –

Locals are encouraged to play their part to scare off animals. One way is to beat drums.

But the impact is limited.

“Animals, such as elephants get used to the noise and know it… won’t hurt them, so it does not deter them in the long term,” said George Mapuvire, director of Bio-Hub Trust, a charity that trains people to respond to animal attacks.

Bio-Hub Trust advocates for a “soft approach” that encourages peaceful co-existence between humans and wildlife.

Mapuvire suggested burning home-made hot chilli cakes to repel wildlife.

“You mix chilli powder with cow or elephant dung and shape it into bricks, once the bricks dry, you can burn them when elephants are approaching. They can’t stand the smell!”

Villagers have created an elephant alarm system by tying strings of empty tin cans to trees and poles.

When the cans click, they know an elephant is approaching and they light chilli cakes to keep it away.

Another way of keeping elephants at bay is the chilli gun, a plastic contraption loaded with ping-pong balls injected with chilli oil.

“When it hits an elephant, it disintegrates, splashing the animal with the chilli oil,” Mapuvire explained."|https://www.independent.co.ug/drought-ignites-human-wildlife-conflict-in-zimbabwe/
Drought affects simsim production in Acholi region|30/04/2019|"Kampala, Uganda | THE INDEPENDENT | Adverse weather conditions have placed Simsim productions in the Acholi, Lango and West Nile subregions on a steep decline.

The decline in the trend of Simsim production started becoming clear among farmers in 2010 as rainfall patterns shifted by an average of two months under rising temperatures from January to April.

Farmers in the subregions say they can no longer achieve the 700 Kilograms they used to harvest from a hectare of land as droughts become more frequent in the areas.

Lucy Ajok, a Simsim farmer in Apac district says changes in weather conditions is affecting production, processing and marketing of simsim produce among smallholder farmers in the district. She says droughts affect flowering and fruiting of Simsim while too much water affects the quality of Simsim by decolouring its whitish appearance.

Mike Atube, a Simsim farmer from Lamwo district says they have also observed similar trends among farmers in Lamwo. He says farmers are coping up by increasing their land sizes.

The farmers say they have resorted to fast maturing simsim varieties or drought-tolerant varieties they acquire from agro-input dealers to achieve at least 500 Kilograms per hectare of land.

Dr Walter Anyanga, a crop scientist at the National Agriculture Research Organization in Serere Research Center says the decline in Simsim production amongst farmers triggered search for tolerant crop varieties of simsim that can resist drought and too much rainfall.

Dr Anyanga says the first variety was released in 2003 while another was produced in 2013. He says both varieties have unique coping mechanisms for farmers to achieve high yields.

The UN Food and Agriculture Organization say simsim production is projected to decline further over the next ten years as climate change impacts the value chain. It says production will decline from 1.5 tonnes per hectare down to 0.2 tonnes per hectare in the run-up to 2050.

At this time, temperature is expected to rise by three degrees Celsius over 2.8 degrees Celsius over South Western part of Uganda and about 2.5 degrees Celsius over the Central and Northern part while Eastern part will experience a 2 degrees Celsius rise over the short and long rainy seasons.

According to FAO, the temperature rise will frustrate farmers the more as large farmers utilize approximately 20 acres of land. It says in 2010, Uganda was the fifth global producer of Simsim, achieving peak production of 216,000 metric tonnes in 2012.

In 2018, the Netherlands Development Organization SNV commissioned a study to assess the risks of climate change on Simsim in the sub-regions.

Dr Confidence Duku, one of the researchers who participated in the survey says findings indicates that climate change affect the simsim value chain in various ways. He says they found that droughts have become too frequent around the growing seasons of simsim across the sub-regions.

Dr Duku who is attached to Wageningen University in the Netherlands says shortening of the long rainy season falling between March and May and the subsequent rise in temperatures over the short rainy season (October to December) is affecting simsim production.

Simsim is a staple food amongst the Acholi, Lango and in West Nile. It replaced cotton as cash crop due to its resilience to adverse weather conditions such as droughts among these ethnic groups. Any threat to the crop is a direct threat on their livelihoods.

It is projected that Uganda’s economic losses from agriculture sector will reach 1.5 Billion US Dollars by the year 2050 unless farmers adopt Climate-Smart agriculture practices such as the use of irrigation in order to build resilience, improve household income and productivity.

*****

URN"|https://www.independent.co.ug/drought-affects-simsim-production-in-acholi-region/
Serena ends three-year title drought, gives winnings to bushfire appeal|12/01/2020|"Auckland, New Zealand | AFP | Serena Williams ended a three-year title drought and donated her winner’s cheque to victims of the Australian bushfires in an emotional WTA Auckland Classic final on Sunday.

Williams raised expectations for this month’s Australian Open, where she can equal Margaret Court’s record of 24 Grand Slam titles, with her 6-3, 6-4 victory over Jessica Pegula — her first WTA trophy since she won in Melbourne in 2017.

But the 38-year-old tempered celebrations as she donated her US$43,000 winner’s cheque to the Australian bushfire relief fund and described how the tragedy had affected her deeply.

“I’ve been playing in Australia for over 20 years and it’s been really hard for me to watch all the news and everything that has been happening in Australia with all the fire and… animals and people that have lost their homes,” she said.

“I decided at the beginning of the tournament… I’d donate all my prize money for a great cause.”

It is Williams’ first title since 2017 — and her first as a mother — since she won the Australian Open while pregnant. Her 73 WTA titles now stretch across four decades, after she won her first in 1999.

The tournament top seed slipped 1-3 behind in the first set against the unseeded Pegula, a fellow American.

But once she found her range there was never any doubt about the final result, which Williams greeted by raising her arms in triumph while her husband Alexis Ohanian and two-year-old daughter Olympia looked on.

“It’s been a long time, I think you could see the relief on my face,” she said, adding she could feel her game sharpening up as she prepares to head to Melbourne.

“It definitely feels good, it feels like I was definitely improving as the week went on and obviously I needed to.”

– Yelling with every point –

Pegula, who has only one title to her credit, had stunned former world number one Caroline Wozniacki — a close friend of Williams — in a three-set semi-final, winning every game in the deciding set.

The 25-year-old continued in the same fearless vein at the start of the final, seemingly untroubled by her heavily bandaged left thigh as she chased down everything Williams delivered and even broke in the opening game.

Pegula held her own serve and appeared set to break again when Williams, by this stage yelling with every point she won, fought back from 15-40 to hold her second service game on the fifth deuce.

Williams eventually achieved a break of her own to level at 3-3, finding the power and precision that had deserted her until then.

With her confidence boosted, Williams held to love in the next game, broke Pegula again and then served to clinch the first set.

Pegula was down 0-40 at the start of the second set before rallying to hold serve but the strain of facing the player who has dominated women’s tennis for two decades was showing.

Williams broke on Pegula’s next service game and stayed in front until the end to take the title and extinguish a sequence of five defeats in finals since her 2017 win in Melbourne.

Williams, whose last tournament was the US Open in September, was looking for as much game time as possible in Auckland and an hour after winning the singles crown she was back on court partnering Wozniacki in the doubles final.

However, the pair were beaten 6-4, 6-4 by Americans Asia Muhammad and Taylor Townsend."|https://www.independent.co.ug/serena-ends-three-year-title-drought-gives-winnings-to-bushfire-appeal/
Spurs ready for trophy charge after 11-year drought, vows Alli|07/01/2019|"London, United Kingdom | AFP | Dele Alli has pledged to end Tottenham’s 11-year wait for a major trophy as his side head into an explosive League Cup semi-final showdown with Chelsea.

Tottenham haven’t won a leading competition since they beat Chelsea in the 2008 League Cup final.

But Tottenham midfielder Alli is convinced the north London club will finally add to their trophy cabinet this season.

Tottenham are still in the Champions League and FA Cup, and also have an outside chance in the Premier League title race.

But it is the League Cup that presents their first opportunity to end the silverware drought, starting with their last four first leg clash against bitter rivals Chelsea at Wembley.

While the League Cup is often written off as an after-thought for the top clubs, England star Alli is adamant Mauricio Pochettino’s team must use the tournament as the catalyst to kick-start a successful period.

League Cup glory would also secure a first major prize for Pochettino, who is widely regarded as one of Europe’s brightest young coaches but has yet to win a single trophy in his managerial career with Tottenham, Southampton and Espanyol.

“I think every game, every competition, you want to win it,” Alli said.

“As players you want to get as far in the cup as we can, hopefully win it.

“We want to win trophies, that’s our aim and we’ve been playing well.

“We’ve been getting quite far in recent years without quite having the finishing product at the end and not getting over the line.”

Tottenham crushed fourth tier minnows Tranmere 7-0 in the FA Cup third round on Friday as Pochettino used only three first-team regulars in a bid to keep his key men fresh for the Chelsea tie.

Alli was one of the trio who featured in the rout at Prenton Park and he expects Pochettino’s plan to pay dividends against the Blues.

– Consistency –

“Some people maybe expect you to prioritise different things, but I believe we’ve got a strong squad,” Alli said.

“Players work hard in the gym and on the training field to make sure we’re fully fit and the manager makes changes.

“I think he’s very good at that and as players we want to play every game anyway.

“We’ve just got to make sure everyone is on it and keep up the consistency because that’s the big thing.

“When you’re going into different competitions, you can’t take your foot of the gas. You’ve got to be consistent and keep up your top level.”"|https://www.independent.co.ug/spurs-ready-for-trophy-charge-after-11-year-drought-vows-alli/
Hopeful Messi keen to end Argentina title drought|11/06/2019|"Rio de Janeiro, Brazil | AFP | With Neymar sidelined by an ankle injury, Lionel Messi heads into the Copa America this weekend as the competition’s main attraction but one with a desperate need to end more than a decade of hurt with Argentina.

The five-time Ballon d’Or winner has one of the most impressive trophy hauls in football history but there is a glaring void when it comes to national team accolades.

Four Champions League crowns and 10 La Liga titles with Barcelona are not matched by Argentina success.

And the 31-year-old knows he’s running out of time to rectify that anomaly.

“I want to end my career having won something with the national team, or at least try to do so as many times as possible,” he told Fox Sports last week.

Four finals played with Argentina, four defeats, including the last two Copa finals on penalties against Chile.

But the most painful was the 2014 World Cup final to Germany at the iconic Maracana, where Messi will hope to return on July 7 for the Copa title decider.

That Germany defeat began a run of losing finals in three successive years and after the last of those, a bitterly disappointed Messi announced his international retirement.

He and his team-mates came in for a torrent of abuse and criticism.

“People were attacking us from every side,” he said.

His retirement lasted just six weeks, though, and it was his hat-trick in Argentina’s final qualifier that secured a 3-1 win in Ecuador that sent the team to the World Cup in Russia last year.

But, as so many times before, Messi was unable to recapture his Barca form while on international duty and dejection followed as the albiceleste were sent home in the second round after a 4-3 defeat to eventual winners France.

But while Messi then missed Argentina’s next six matches — all friendlies — there was no talk of retirement this time.

His son Thiago “loves it when I play for the national team,” Messi told Fox.

But the disappointments have kept piling up despite a 10th La Liga crown secured in May.

– ‘Beautiful cup’ –

Messi had made no secret at the start of the season that winning the Champions League for the fifth time was his priority as he wanted to bring that “beautiful cup back to Camp Nou”.

Things looked so good as Barca took a 3-0 advantage to Anfield for the semi-final second leg last month.

What happened next — an inspired Liverpool stormed to a 4-0 victory and 4-3 aggregate success — left as bitter a taste in Messi’s mouth as had the Germany loss five years ago.

“To lose a final of the World Cup is the most important of all, it is a big disappointment,” he said in May.

But he admitted that the Liverpool loss felt a bit worse “because we were winning and we didn’t expect them to come back”.

Messi has long been talisman for club and country but he will be even more so in Brazil with a rejuvenated squad full of inexperienced campaigners.

But that hasn’t dampened expectation either within the group or the country as a whole.

“We’re going there with the same hope and desire as ever. Argentina is going through a process of change with young and new lads,” he told TyC Sports last week.

“For most of them it’s their first official tournament, but that won’t stop Argentina trying to win the competition,” he added.

It’s 26 years since Argentina last won the Copa America, despite contesting four of the last five finals.

“It’s been a long time since Argentina won it and we all want to celebrate again, us and the fans want a title.”

None more so than Messi himself, who turns 32 on June 24, the day after Argentina’s final group B game against invitees and 2024 World Cup hosts Qatar, the reigning Asian champions."|https://www.independent.co.ug/hopeful-messi-keen-to-end-argentina-title-drought/
